Energievektor;Einheit;500;1000;1500;2000;2500;3000;3500;4000;4500;5000;5500;6000;6500;7000;7500;8000;8500;9000;9500;10000;10500;11000;11500;12000;12500;13000;13500;14000;14500;15000
H2-flüssig;€/(MWh*km);0.089948192;0.045574234;0.030782915;0.023387256;0.01894986;0.015991596;0.013878551;0.012293767;0.011061157;0.010075069;0.00926827;0.008595937;0.00802704;0.007539414;0.007116805;0.006747022;0.006420743;0.006130717;0.00587122;0.005637673;0.005426369;0.005234273;0.005058882;0.004898107;0.004750194;0.004613659;0.004487237;0.004369846;0.00426055;0.004158541
Methan;€/(MWh*km);0.017785044;0.009098148;0.006202516;0.0047547;0.00388601;0.003306884;0.002893222;0.002582976;0.002341673;0.002148631;0.001990687;0.001859068;0.001747697;0.001652237;0.001569504;0.001497114;0.001433239;0.001376462;0.001325662;0.001279941;0.001238575;0.001200969;0.001166634;0.001135159;0.001106203;0.001079474;0.001054725;0.001031744;0.001010348;0.000990378
DME;€/(MWh*km);0.002086825;0.001188968;0.000889683;0.00074004;0.000650254;0.000590397;0.000547642;0.000515576;0.000490635;0.000470683;0.000454358;0.000440755;0.000429244;0.000419377;0.000410826;0.000403344;0.000396742;0.000390874;0.000385623;0.000380897;0.000376622;0.000372735;0.000369186;0.000365933;0.00036294;0.000360178;0.00035762;0.000355244;0.000353033;0.000350969
Methanol;€/(MWh*km);0.001087115;0.000753442;0.000642218;0.000586606;0.000553239;0.000530994;0.000515105;0.000503188;0.000493919;0.000486504;0.000480437;0.000475382;0.000471104;0.000467437;0.000464259;0.000461479;0.000459025;0.000456844;0.000454893;0.000453137;0.000451548;0.000450103;0.000448785;0.000447576;0.000446463;0.000445437;0.000444486;0.000443603;0.000442782;0.000442014
Ethanol;€/(MWh*km);0.001521288;0.000927993;0.000730227;0.000631345;0.000572015;0.000532462;0.00050421;0.000483021;0.00046654;0.000453356;0.000442569;0.00043358;0.000425973;0.000419453;0.000413803;0.000408859;0.000404496;0.000400619;0.000397149;0.000394026;0.000391201;0.000388633;0.000386288;0.000384138;0.000382161;0.000380335;0.000378645;0.000377075;0.000375614;0.00037425
Blue Crude;€/(MWh*km);0.000417256;0.000286723;0.000243212;0.000221456;0.000208403;0.0001997;0.000193485;0.000188823;0.000185197;0.000182296;0.000179923;0.000177945;0.000176271;0.000174837;0.000173594;0.000172506;0.000171546;0.000170693;0.00016993;0.000169243;0.000168621;0.000168056;0.00016754;0.000167067;0.000166632;0.00016623;0.000165859;0.000165513;0.000165192;0.000164892
H2-LOHC;€/(MWh*km);0.078098279;0.039487232;0.026616883;0.020181708;0.016320604;0.013746534;0.011907912;0.010528946;0.009456417;0.008598394;0.007896375;0.007311359;0.006816346;0.006392049;0.006024324;0.005702566;0.005418661;0.005166301;0.004940505;0.004737289;0.004553427;0.00438628;0.004233667;0.004093772;0.003965068;0.003846265;0.003736262;0.003634117;0.003539016;0.003450255
Ammoniak;€/(MWh*km);0.002634408;0.001500953;0.001123136;0.000934226;0.000820881;0.000745317;0.000691343;0.000650863;0.000619378;0.00059419;0.000573582;0.000556409;0.000541878;0.000529422;0.000518627;0.000509181;0.000500847;0.000493439;0.00048681;0.000480844;0.000475448;0.000470541;0.00046606;0.000461954;0.000458175;0.000454689;0.000451459;0.00044846;0.000445669;0.000443063
